kommune,klassetrin,skoleår,foraeldre_uddannelsesniveau
Ringsted,Udskoling,2023/2024,4.967213114754099
Ringsted,Udskoling,2024/2025,5.0379562043795625
Ringsted,Udskoling,2025/2026,5.023372287145242
Roskilde,Indskoling,2014/2015,5.631062355658199
Roskilde,Indskoling,2015/2016,5.674661399548532
Roskilde,Indskoling,2016/2017,5.69671463480858
Roskilde,Indskoling,2017/2018,5.702426191172172
Roskilde,Indskoling,2018/2019,5.750654640675007
Roskilde,Indskoling,2019/2020,5.77181847032688
Roskilde,Indskoling,2020/2021,5.777705767984446
Roskilde,Indskoling,2021/2022,5.776837996096291
Roskilde,Indskoling,2022/2023,5.815206611570248
Roskilde,Indskoling,2023/2024,5.839315113598946
Roskilde,Indskoling,2024/2025,5.8352130325814535
Roskilde,Indskoling,2025/2026,5.86482238289846
Roskilde,Mellemtrin,2014/2015,5.5377431906614785
Roskilde,Mellemtrin,2015/2016,5.566752482530342
Roskilde,Mellemtrin,2016/2017,5.562784190276321
Roskilde,Mellemtrin,2017/2018,5.568452380952381
Roskilde,Mellemtrin,2018/2019,5.620909816440543
Roskilde,Mellemtrin,2019/2020,5.64218009478673
Roskilde,Mellemtrin,2020/2021,5.71945184621241
Roskilde,Mellemtrin,2021/2022,5.763718263718264
Roskilde,Mellemtrin,2022/2023,5.7684848484848485
Roskilde,Mellemtrin,2023/2024,5.799249530956848
Roskilde,Mellemtrin,2024/2025,5.775862068965517
Roskilde,Mellemtrin,2025/2026,5.825909090909091
Roskilde,Udskoling,2014/2015,5.478260869565218
Roskilde,Udskoling,2015/2016,5.460034752389227
Roskilde,Udskoling,2016/2017,5.456066945606694
Roskilde,Udskoling,2017/2018,5.517132551848512
Roskilde,Udskoling,2018/2019,5.558587479935794
Roskilde,Udskoling,2019/2020,5.5247776365946635
Roskilde,Udskoling,2020/2021,5.550590219224283
Roskilde,Udskoling,2021/2022,5.616913123844732
Roskilde,Udskoling,2022/2023,5.641058472044388
Roskilde,Udskoling,2023/2024,5.687863860277654
Roskilde,Udskoling,2024/2025,5.744586831639417
Roskilde,Udskoling,2025/2026,5.744630071599046
Rudersdal,Indskoling,2014/2015,6.2014863748967795
Rudersdal,Indskoling,2015/2016,6.225168183616937
Rudersdal,Indskoling,2016/2017,6.221721157459601
Rudersdal,Indskoling,2017/2018,6.212962962962963
Rudersdal,Indskoling,2018/2019,6.257120253164557
Rudersdal,Indskoling,2019/2020,6.273215022699134
Rudersdal,Indskoling,2020/2021,6.304367816091954
Rudersdal,Indskoling,2021/2022,6.3226744186046515
Rudersdal,Indskoling,2022/2023,6.334403669724771
Rudersdal,Indskoling,2023/2024,6.393061045234958
Rudersdal,Indskoling,2024/2025,6.405797101449275
Rudersdal,Indskoling,2025/2026,6.44840145690004
Rudersdal,Mellemtrin,2014/2015,6.095995611629182
Rudersdal,Mellemtrin,2015/2016,6.112846347607053
Rudersdal,Mellemtrin,2016/2017,6.099686847599165
Rudersdal,Mellemtrin,2017/2018,6.153329891584925
Rudersdal,Mellemtrin,2018/2019,6.209620253164557
Rudersdal,Mellemtrin,2019/2020,6.190200210748156
Rudersdal,Mellemtrin,2020/2021,6.226652675760755
Rudersdal,Mellemtrin,2021/2022,6.245387453874539
Rudersdal,Mellemtrin,2022/2023,6.243986254295533
Rudersdal,Mellemtrin,2023/2024,6.240048250904705
Rudersdal,Mellemtrin,2024/2025,6.317948717948718
Rudersdal,Mellemtrin,2025/2026,6.35546875
Rudersdal,Udskoling,2014/2015,6.068280571073867
Rudersdal,Udskoling,2015/2016,6.044018058690745
Rudersdal,Udskoling,2016/2017,6.0614136732329085
Rudersdal,Udskoling,2017/2018,6.05158264947245
Rudersdal,Udskoling,2018/2019,6.064406779661017
Rudersdal,Udskoling,2019/2020,6.056032018296169
Rudersdal,Udskoling,2020/2021,6.138221153846154
Rudersdal,Udskoling,2021/2022,6.178548490687219
Rudersdal,Udskoling,2022/2023,6.133289986996099
Rudersdal,Udskoling,2023/2024,6.154124021673691
Rudersdal,Udskoling,2024/2025,6.162253903598099
Rudersdal,Udskoling,2025/2026,6.2525458248472505
Rødovre,Indskoling,2014/2015,5.231135282121006
Rødovre,Indskoling,2015/2016,5.260213702074167
Rødovre,Indskoling,2016/2017,5.281698938163648
Rødovre,Indskoling,2017/2018,5.31833007175473
Rødovre,Indskoling,2018/2019,5.428844926611359
Rødovre,Indskoling,2019/2020,5.431046431046431
Rødovre,Indskoling,2020/2021,5.447771124417831
Rødovre,Indskoling,2021/2022,5.468526466380544
Rødovre,Indskoling,2022/2023,5.4840182648401825
Rødovre,Indskoling,2023/2024,5.499090357792602
Rødovre,Indskoling,2024/2025,5.537199765670767
Rødovre,Indskoling,2025/2026,5.601440576230492
Rødovre,Mellemtrin,2014/2015,5.070828331332533
Rødovre,Mellemtrin,2015/2016,5.049713193116634
Rødovre,Mellemtrin,2016/2017,5.215202369200395
Rødovre,Mellemtrin,2017/2018,5.177880184331797
Rødovre,Mellemtrin,2018/2019,5.202870813397129
Rødovre,Mellemtrin,2019/2020,5.262323943661972
Rødovre,Mellemtrin,2020/2021,5.349862258953168
Rødovre,Mellemtrin,2021/2022,5.397938144329897
Rødovre,Mellemtrin,2022/2023,5.385553470919325
Rødovre,Mellemtrin,2023/2024,5.362512873326468
Rødovre,Mellemtrin,2024/2025,5.384959713518353
Rødovre,Mellemtrin,2025/2026,5.414298808432631
Rødovre,Udskoling,2014/2015,4.896825396825397
Rødovre,Udskoling,2015/2016,4.902634593356243
Rødovre,Udskoling,2016/2017,4.916976456009913
Rødovre,Udskoling,2017/2018,4.95483870967742
Rødovre,Udskoling,2018/2019,4.9908972691807545
Rødovre,Udskoling,2019/2020,5.103575832305795
Rødovre,Udskoling,2020/2021,5.076566125290023
Rødovre,Udskoling,2021/2022,5.15521978021978
Rødovre,Udskoling,2022/2023,5.208731241473397
Rødovre,Udskoling,2023/2024,5.262745098039216
Rødovre,Udskoling,2024/2025,5.282816229116945
Rødovre,Udskoling,2025/2026,5.314660309892729
Samsø,Indskoling,2014/2015,4.942028985507246
Samsø,Indskoling,2015/2016,4.89873417721519
Samsø,Indskoling,2016/2017,5.114754098360656
Samsø,Indskoling,2017/2018,5.08955223880597
Samsø,Indskoling,2018/2019,5.241758241758242
Samsø,Indskoling,2019/2020,5.223880597014926
Samsø,Indskoling,2020/2021,5.054945054945055
Samsø,Indskoling,2021/2022,5.391891891891892
Samsø,Indskoling,2022/2023,5.379310344827586
Samsø,Indskoling,2023/2024,5.578947368421052
Samsø,Indskoling,2024/2025,5.424242424242424
Samsø,Indskoling,2025/2026,5.0754716981132075
Samsø,Mellemtrin,2014/2015,4.509433962264151
Samsø,Mellemtrin,2015/2016,4.793103448275862
Samsø,Mellemtrin,2016/2017,4.631578947368421
Samsø,Mellemtrin,2017/2018,5.073170731707317
Samsø,Mellemtrin,2018/2019,4.951612903225806
Samsø,Mellemtrin,2019/2020,5.094594594594595
Samsø,Mellemtrin,2020/2021,5.142857142857143
Samsø,Mellemtrin,2021/2022,5.116279069767442
Samsø,Mellemtrin,2022/2023,5.186440677966102
Samsø,Mellemtrin,2023/2024,5.101449275362318
Samsø,Mellemtrin,2024/2025,5.266666666666667
Samsø,Mellemtrin,2025/2026,5.345454545454546
Samsø,Udskoling,2014/2015,4.568627450980392
Samsø,Udskoling,2015/2016,4.574468085106383
Samsø,Udskoling,2016/2017,4.823529411764706
Samsø,Udskoling,2017/2018,4.55
Samsø,Udskoling,2018/2019,4.5
Samsø,Udskoling,2019/2020,4.84
Samsø,Udskoling,2020/2021,4.769230769230769
Samsø,Udskoling,2021/2022,4.888888888888889
Samsø,Udskoling,2022/2023,4.873015873015873
Samsø,Udskoling,2023/2024,5.169491525423729
Samsø,Udskoling,2024/2025,5.280701754385965
Samsø,Udskoling,2025/2026,5.2926829268292686
Silkeborg,Indskoling,2014/2015,5.305990554312702
Silkeborg,Indskoling,2015/2016,5.3214703816436435
Silkeborg,Indskoling,2016/2017,5.363458241489101
Silkeborg,Indskoling,2017/2018,5.375264830508475
Silkeborg,Indskoling,2018/2019,5.369650826988711
Silkeborg,Indskoling,2019/2020,5.387577290612704
Silkeborg,Indskoling,2020/2021,5.429297205757832
Silkeborg,Indskoling,2021/2022,5.505244755244755
Silkeborg,Indskoling,2022/2023,5.517623649801023
Silkeborg,Indskoling,2023/2024,5.568549456377618
Silkeborg,Indskoling,2024/2025,5.6303784344219805
Silkeborg,Indskoling,2025/2026,5.67745122252408
Silkeborg,Mellemtrin,2014/2015,5.193492557978539
Silkeborg,Mellemtrin,2015/2016,5.228580461587101
Silkeborg,Mellemtrin,2016/2017,5.223202614379085
Silkeborg,Mellemtrin,2017/2018,5.256235052955244
Silkeborg,Mellemtrin,2018/2019,5.302423263327948
Silkeborg,Mellemtrin,2019/2020,5.314386640976236
Silkeborg,Mellemtrin,2020/2021,5.339357429718875
Silkeborg,Mellemtrin,2021/2022,5.3330963384287235
Silkeborg,Mellemtrin,2022/2023,5.396399846801992
Silkeborg,Mellemtrin,2023/2024,5.4028941355674025
Silkeborg,Mellemtrin,2024/2025,5.440133500208594
Silkeborg,Mellemtrin,2025/2026,5.507803121248499
Silkeborg,Udskoling,2014/2015,5.0495762711864405
Silkeborg,Udskoling,2015/2016,5.040689149560118
Silkeborg,Udskoling,2016/2017,5.116321337695384
Silkeborg,Udskoling,2017/2018,5.214705882352941
Silkeborg,Udskoling,2018/2019,5.194686591946866
Silkeborg,Udskoling,2019/2020,5.207285016898235
Silkeborg,Udskoling,2020/2021,5.270524412296564
Silkeborg,Udskoling,2021/2022,5.2722265932336745
Silkeborg,Udskoling,2022/2023,5.309477756286267
Silkeborg,Udskoling,2023/2024,5.31809450633884
Silkeborg,Udskoling,2024/2025,5.325286415711948
Silkeborg,Udskoling,2025/2026,5.365957446808511
Skanderborg,Indskoling,2014/2015,5.520681265206813
Skanderborg,Indskoling,2015/2016,5.54187979539642
Skanderborg,Indskoling,2016/2017,5.5891677675033025
Skanderborg,Indskoling,2017/2018,5.6101201310520565
Skanderborg,Indskoling,2018/2019,5.668734918993451
Skanderborg,Indskoling,2019/2020,5.730337078651686
Skanderborg,Indskoling,2020/2021,5.742356578495363
Skanderborg,Indskoling,2021/2022,5.790976383503701
Skanderborg,Indskoling,2022/2023,5.853854202999651
Skanderborg,Indskoling,2023/2024,5.920700636942676
Skanderborg,Indskoling,2024/2025,5.953374233128835
Skanderborg,Indskoling,2025/2026,6.003902731912339
Skanderborg,Mellemtrin,2014/2015,5.360096153846154
Skanderborg,Mellemtrin,2015/2016,5.4104414261460105
Skanderborg,Mellemtrin,2016/2017,5.43313708999159
Skanderborg,Mellemtrin,2017/2018,5.484040227372104
Skanderborg,Mellemtrin,2018/2019,5.542402826855124
Skanderborg,Mellemtrin,2019/2020,5.545259545259546
Skanderborg,Mellemtrin,2020/2021,5.622064687638458
Skanderborg,Mellemtrin,2021/2022,5.623345935727788
Skanderborg,Mellemtrin,2022/2023,5.678857715430862
Skanderborg,Mellemtrin,2023/2024,5.729297820823245
Skanderborg,Mellemtrin,2024/2025,5.7700331910858225
Skanderborg,Mellemtrin,2025/2026,5.824712643678161
Skanderborg,Udskoling,2014/2015,5.190194920259894
Skanderborg,Udskoling,2015/2016,5.256844201095072
Skanderborg,Udskoling,2016/2017,5.291171915332989
Skanderborg,Udskoling,2017/2018,5.349971313826735
Skanderborg,Udskoling,2018/2019,5.385934819897084
Skanderborg,Udskoling,2019/2020,5.425843694493783
Skanderborg,Udskoling,2020/2021,5.477632173520108
Skanderborg,Udskoling,2021/2022,5.521650534895568
Skanderborg,Udskoling,2022/2023,5.574874371859297
Skanderborg,Udskoling,2023/2024,5.619688004303389
Skanderborg,Udskoling,2024/2025,5.694192860948322
Skanderborg,Udskoling,2025/2026,5.704217832354511
Skive,Indskoling,2014/2015,4.977603583426652
Skive,Indskoling,2015/2016,5.003711558854719
Skive,Indskoling,2016/2017,5.030079155672823
Skive,Indskoling,2017/2018,4.985278080697928
Skive,Indskoling,2018/2019,4.979005524861878
Skive,Indskoling,2019/2020,4.947240751970892
Skive,Indskoling,2020/2021,4.9638403990024935
Skive,Indskoling,2021/2022,5.014157973174367
Skive,Indskoling,2022/2023,4.981670061099797
Skive,Indskoling,2023/2024,5.002779708130646
Skive,Indskoling,2024/2025,5.007724719101123
Skive,Indskoling,2025/2026,5.014204545454546
Skive,Mellemtrin,2014/2015,4.862857142857143
Skive,Mellemtrin,2015/2016,4.851925630810093
Skive,Mellemtrin,2016/2017,4.881935483870968
Skive,Mellemtrin,2017/2018,4.935828877005347
Skive,Mellemtrin,2018/2019,4.957697642163661
Skive,Mellemtrin,2019/2020,4.99236641221374
Skive,Mellemtrin,2020/2021,4.985200845665962
Skive,Mellemtrin,2021/2022,5.037468776019983
Skive,Mellemtrin,2022/2023,4.973478939157566
Skive,Mellemtrin,2023/2024,4.935086277732128
Skive,Mellemtrin,2024/2025,4.944444444444445
Skive,Mellemtrin,2025/2026,4.972566371681416
Skive,Udskoling,2014/2015,4.833718244803695
Skive,Udskoling,2015/2016,4.827844311377246
Skive,Udskoling,2016/2017,4.799847792998478
Skive,Udskoling,2017/2018,4.857371794871795
Skive,Udskoling,2018/2019,4.855481727574751
Skive,Udskoling,2019/2020,4.88955223880597
Skive,Udskoling,2020/2021,4.941037735849057
Skive,Udskoling,2021/2022,4.9483516483516485
Skive,Udskoling,2022/2023,5.0129764801297645
Skive,Udskoling,2023/2024,5.002592912705272
Skive,Udskoling,2024/2025,5.027729636048527
Skive,Udskoling,2025/2026,4.993647912885662
Slagelse,Indskoling,2014/2015,4.730864197530864
Slagelse,Indskoling,2015/2016,4.7320235756385065
Slagelse,Indskoling,2016/2017,4.766986410871303
Slagelse,Indskoling,2017/2018,4.787063077541181
Slagelse,Indskoling,2018/2019,4.791194968553459
Slagelse,Indskoling,2019/2020,4.750934579439252
Slagelse,Indskoling,2020/2021,4.768629254829807
Slagelse,Indskoling,2021/2022,4.789799809342231
Slagelse,Indskoling,2022/2023,4.806905951840073
Slagelse,Indskoling,2023/2024,4.813210848643919
Slagelse,Indskoling,2024/2025,4.8324444444444445
Slagelse,Indskoling,2025/2026,4.811295971978984
Slagelse,Mellemtrin,2014/2015,4.695378151260504
Slagelse,Mellemtrin,2015/2016,4.738880918220947
Slagelse,Mellemtrin,2016/2017,4.684582743988685
Slagelse,Mellemtrin,2017/2018,4.675337668834417
Slagelse,Mellemtrin,2018/2019,4.693898655635987
Slagelse,Mellemtrin,2019/2020,4.798024149286499
Slagelse,Mellemtrin,2020/2021,4.7666483214089155
Slagelse,Mellemtrin,2021/2022,4.808730614589316
Slagelse,Mellemtrin,2022/2023,4.771014492753623
Slagelse,Mellemtrin,2023/2024,4.758389261744966
Slagelse,Mellemtrin,2024/2025,4.746683512318383
Slagelse,Mellemtrin,2025/2026,4.802212101496422
Slagelse,Udskoling,2014/2015,4.600118835412953
Slagelse,Udskoling,2015/2016,4.60368164591229
Slagelse,Udskoling,2016/2017,4.648815653964984
Slagelse,Udskoling,2017/2018,4.694656488549619
Slagelse,Udskoling,2018/2019,4.74294670846395
Slagelse,Udskoling,2019/2020,4.717334721499219
Slagelse,Udskoling,2020/2021,4.752779248279513
Slagelse,Udskoling,2021/2022,4.7255255255255255
Slagelse,Udskoling,2022/2023,4.79945652173913
Slagelse,Udskoling,2023/2024,4.836820083682008
Slagelse,Udskoling,2024/2025,4.870516717325228
Slagelse,Udskoling,2025/2026,4.831143232588699
Solrød,Indskoling,2014/2015,5.257208765859285
Solrød,Indskoling,2015/2016,5.2994708994709
Solrød,Indskoling,2016/2017,5.314685314685315
Solrød,Indskoling,2017/2018,5.365287588294652
Solrød,Indskoling,2018/2019,5.3986856516977
Solrød,Indskoling,2019/2020,5.451653944020356
Solrød,Indskoling,2020/2021,5.4688561721404305
Solrød,Indskoling,2021/2022,5.491803278688525
Solrød,Indskoling,2022/2023,5.53862660944206
Solrød,Indskoling,2023/2024,5.55425219941349
Solrød,Indskoling,2024/2025,5.643874643874644
Solrød,Indskoling,2025/2026,5.659919028340081
Solrød,Mellemtrin,2014/2015,5.142857142857143
Solrød,Mellemtrin,2015/2016,5.159420289855072
Solrød,Mellemtrin,2016/2017,5.215561224489796
Solrød,Mellemtrin,2017/2018,5.226190476190476
Solrød,Mellemtrin,2018/2019,5.299850074962519
Solrød,Mellemtrin,2019/2020,5.355113636363637
Solrød,Mellemtrin,2020/2021,5.432147562582345
Solrød,Mellemtrin,2021/2022,5.356536502546689
Solrød,Mellemtrin,2022/2023,5.455732946298984
Solrød,Mellemtrin,2023/2024,5.4410876132930515
Solrød,Mellemtrin,2024/2025,5.530254777070064
Solrød,Mellemtrin,2025/2026,5.56043956043956
Solrød,Udskoling,2014/2015,4.99781181619256
Solrød,Udskoling,2015/2016,5.034653465346534
Solrød,Udskoling,2016/2017,5.093415007656968
Solrød,Udskoling,2017/2018,5.181677018633541
Solrød,Udskoling,2018/2019,5.223300970873787
Solrød,Udskoling,2019/2020,5.25115562403698
Solrød,Udskoling,2020/2021,5.238239757207891
Solrød,Udskoling,2021/2022,5.251497005988024
Solrød,Udskoling,2022/2023,5.398176291793313
Solrød,Udskoling,2023/2024,5.443181818181818
Solrød,Udskoling,2024/2025,5.397745571658615
Solrød,Udskoling,2025/2026,5.490234375
Sorø,Indskoling,2014/2015,5.034386617100372
Sorø,Indskoling,2015/2016,5.0405872193436965
Sorø,Indskoling,2016/2017,5.093806921675774
Sorø,Indskoling,2017/2018,5.032945736434108
Sorø,Indskoling,2018/2019,5.097759674134419
Sorø,Indskoling,2019/2020,5.081930415263749
Sorø,Indskoling,2020/2021,5.037780401416765
Sorø,Indskoling,2021/2022,5.157199471598415
Sorø,Indskoling,2022/2023,5.17816091954023
Sorø,Indskoling,2023/2024,5.216279069767442
Sorø,Indskoling,2024/2025,5.213675213675214
Sorø,Indskoling,2025/2026,5.290832455216017
Sorø,Mellemtrin,2014/2015,5.014475271411339
Sorø,Mellemtrin,2015/2016,5.0300333704115685
Sorø,Mellemtrin,2016/2017,4.983552631578948
Sorø,Mellemtrin,2017/2018,5.156470588235294
Sorø,Mellemtrin,2018/2019,5.035046728971962
Sorø,Mellemtrin,2019/2020,5.0688775510204085
Sorø,Mellemtrin,2020/2021,5.104247104247104
Sorø,Mellemtrin,2021/2022,5.163265306122449
Sorø,Mellemtrin,2022/2023,5.116519174041298
Sorø,Mellemtrin,2023/2024,5.011686143572621
Sorø,Mellemtrin,2024/2025,5.123728813559322
Sorø,Mellemtrin,2025/2026,5.154255319148936
Sorø,Udskoling,2014/2015,4.965753424657534
Sorø,Udskoling,2015/2016,4.94559585492228
Sorø,Udskoling,2016/2017,4.932484076433121
Sorø,Udskoling,2017/2018,4.97319034852547
Sorø,Udskoling,2018/2019,5.029112081513828
Sorø,Udskoling,2019/2020,5.049242424242424
Sorø,Udskoling,2020/2021,5.050872093023256
Sorø,Udskoling,2021/2022,5.072916666666667
Sorø,Udskoling,2022/2023,5.075851393188855
Sorø,Udskoling,2023/2024,5.143721633888048
Sorø,Udskoling,2024/2025,5.135384615384615
Sorø,Udskoling,2025/2026,5.2006578947368425
Stevns,Indskoling,2014/2015,4.962518740629685
Stevns,Indskoling,2015/2016,4.921921921921922
Stevns,Indskoling,2016/2017,4.976331360946745
Stevns,Indskoling,2017/2018,4.968299711815562
Stevns,Indskoling,2018/2019,4.901315789473684
Stevns,Indskoling,2019/2020,4.898333333333333
Stevns,Indskoling,2020/2021,4.920826161790017
Stevns,Indskoling,2021/2022,4.911308203991131
Stevns,Indskoling,2022/2023,4.9945054945054945
Stevns,Indskoling,2023/2024,5.0018518518518515
Stevns,Indskoling,2024/2025,4.9423076923076925
Stevns,Indskoling,2025/2026,5.04180602006689
Stevns,Mellemtrin,2014/2015,4.862626262626263
Stevns,Mellemtrin,2015/2016,4.841328413284133
Stevns,Mellemtrin,2016/2017,4.890334572490707
Stevns,Mellemtrin,2017/2018,4.901515151515151
Stevns,Mellemtrin,2018/2019,4.933944954128441
Stevns,Mellemtrin,2019/2020,4.917148362235068
Stevns,Mellemtrin,2020/2021,4.871892925430211
Stevns,Mellemtrin,2021/2022,4.906921241050119
Stevns,Mellemtrin,2022/2023,4.847682119205298
Stevns,Mellemtrin,2023/2024,4.9520547945205475
Stevns,Mellemtrin,2024/2025,4.879716981132075
Stevns,Mellemtrin,2025/2026,4.9714285714285715
Stevns,Udskoling,2014/2015,4.67337807606264
Stevns,Udskoling,2015/2016,4.742203742203742
Stevns,Udskoling,2016/2017,4.81063829787234
Stevns,Udskoling,2017/2018,4.856209150326797
Stevns,Udskoling,2018/2019,4.909365558912387
Stevns,Udskoling,2019/2020,4.8907216494845365
Stevns,Udskoling,2020/2021,4.85978835978836
Stevns,Udskoling,2021/2022,4.976394849785407
Stevns,Udskoling,2022/2023,5.00219298245614
Stevns,Udskoling,2023/2024,5.025862068965517
Stevns,Udskoling,2024/2025,4.960591133004926
Stevns,Udskoling,2025/2026,4.891891891891892
Struer,Indskoling,2014/2015,5.004640371229699
Struer,Indskoling,2015/2016,5.015250544662309
Struer,Indskoling,2016/2017,4.9674887892376685
Struer,Indskoling,2017/2018,4.932061978545888
Struer,Indskoling,2018/2019,5.013210039630119
Struer,Indskoling,2019/2020,4.962078651685394
Struer,Indskoling,2020/2021,4.973143759873618
Struer,Indskoling,2021/2022,5.238482384823849
Struer,Indskoling,2022/2023,5.050393700787402
Struer,Indskoling,2023/2024,4.995468277945619
Struer,Indskoling,2024/2025,5.055639097744361
Struer,Indskoling,2025/2026,5.053311793214863
Struer,Mellemtrin,2014/2015,4.890156918687589
Struer,Mellemtrin,2015/2016,4.918395573997234
Struer,Mellemtrin,2016/2017,4.923504867872045
Struer,Mellemtrin,2017/2018,5.002936857562408
Struer,Mellemtrin,2018/2019,4.987804878048781
Struer,Mellemtrin,2019/2020,5.035502958579881
Struer,Mellemtrin,2020/2021,4.935855263157895
Struer,Mellemtrin,2021/2022,5.116883116883117
Struer,Mellemtrin,2022/2023,4.89945155393053
Struer,Mellemtrin,2023/2024,4.968190854870775
Struer,Mellemtrin,2024/2025,5.0106609808102345
Struer,Mellemtrin,2025/2026,5.0127931769722816
Struer,Udskoling,2014/2015,4.868376068376068
Struer,Udskoling,2015/2016,4.972402597402597
Struer,Udskoling,2016/2017,4.92515923566879
Struer,Udskoling,2017/2018,4.910169491525424
Struer,Udskoling,2018/2019,4.892335766423358
Struer,Udskoling,2019/2020,4.9743589743589745
Struer,Udskoling,2020/2021,5.046875
Struer,Udskoling,2021/2022,5.04
Struer,Udskoling,2022/2023,4.967687074829932
Struer,Udskoling,2023/2024,4.947663551401869
Struer,Udskoling,2024/2025,4.967432950191571
Struer,Udskoling,2025/2026,4.940928270042194
Svendborg,Indskoling,2014/2015,5.133234274393264
Svendborg,Indskoling,2015/2016,5.14375
Svendborg,Indskoling,2016/2017,5.175262655205349
Svendborg,Indskoling,2017/2018,5.17753259779338
Svendborg,Indskoling,2018/2019,5.212899842684846
Svendborg,Indskoling,2019/2020,5.2447280799112095
Svendborg,Indskoling,2020/2021,5.18316268486917
Svendborg,Indskoling,2021/2022,5.206161137440758
Svendborg,Indskoling,2022/2023,5.307197191339965
Svendborg,Indskoling,2023/2024,5.351336302895323
Svendborg,Indskoling,2024/2025,5.4358302776322684
Svendborg,Indskoling,2025/2026,5.505327245053272
Svendborg,Mellemtrin,2014/2015,5.06146408839779
Svendborg,Mellemtrin,2015/2016,5.048919949174079
Svendborg,Mellemtrin,2016/2017,5.072274143302181
Svendborg,Mellemtrin,2017/2018,5.096774193548387
Svendborg,Mellemtrin,2018/2019,5.102580239144116
Svendborg,Mellemtrin,2019/2020,5.134931506849315
Svendborg,Mellemtrin,2020/2021,5.179288025889968
Svendborg,Mellemtrin,2021/2022,5.222299168975069
Svendborg,Mellemtrin,2022/2023,5.235632183908046
Svendborg,Mellemtrin,2023/2024,5.212842712842713
Svendborg,Mellemtrin,2024/2025,5.198660714285714
Svendborg,Mellemtrin,2025/2026,5.234262948207172
Svendborg,Udskoling,2014/2015,4.895149786019972
Svendborg,Udskoling,2015/2016,4.964463397299218
Svendborg,Udskoling,2016/2017,4.974449964513839
Svendborg,Udskoling,2017/2018,5.034408602150537
Svendborg,Udskoling,2018/2019,5.084118926758521
Svendborg,Udskoling,2019/2020,5.064194008559201
Svendborg,Udskoling,2020/2021,5.103859649122807
Svendborg,Udskoling,2021/2022,5.080727272727272
Svendborg,Udskoling,2022/2023,5.120113717128643
Svendborg,Udskoling,2023/2024,5.188922610015174
Svendborg,Udskoling,2024/2025,5.231360491929285
Svendborg,Udskoling,2025/2026,5.2024539877300615
Syddjurs,Indskoling,2014/2015,5.07994289793005
Syddjurs,Indskoling,2015/2016,5.086021505376344
Syddjurs,Indskoling,2016/2017,5.078367875647668
Syddjurs,Indskoling,2017/2018,5.092934436664545
Syddjurs,Indskoling,2018/2019,5.138360655737705
Syddjurs,Indskoling,2019/2020,5.130035335689046
Syddjurs,Indskoling,2020/2021,5.178245614035088
Syddjurs,Indskoling,2021/2022,5.276021588280647
Syddjurs,Indskoling,2022/2023,5.340507302075327
Syddjurs,Indskoling,2023/2024,5.367259786476868
Syddjurs,Indskoling,2024/2025,5.392484342379959
Syddjurs,Indskoling,2025/2026,5.442925495557074
Syddjurs,Mellemtrin,2014/2015,4.9935543278084715
Syddjurs,Mellemtrin,2015/2016,4.997549019607843
Syddjurs,Mellemtrin,2016/2017,5.016129032258065
Syddjurs,Mellemtrin,2017/2018,5.01797385620915
Syddjurs,Mellemtrin,2018/2019,5.103388357949609
Syddjurs,Mellemtrin,2019/2020,5.152061855670103
Syddjurs,Mellemtrin,2020/2021,5.169268693508628
Syddjurs,Mellemtrin,2021/2022,5.122448979591836
Syddjurs,Mellemtrin,2022/2023,5.1689750692520775
Syddjurs,Mellemtrin,2023/2024,5.190566037735849
Syddjurs,Mellemtrin,2024/2025,5.25077399380805
Syddjurs,Mellemtrin,2025/2026,5.313131313131313
Syddjurs,Udskoling,2014/2015,4.845588235294118
Syddjurs,Udskoling,2015/2016,4.907821229050279
Syddjurs,Udskoling,2016/2017,4.870510396975425
Syddjurs,Udskoling,2017/2018,4.937763713080169
Syddjurs,Udskoling,2018/2019,4.983644859813084
Syddjurs,Udskoling,2019/2020,5.016732283464567
Syddjurs,Udskoling,2020/2021,5.031440162271806
Syddjurs,Udskoling,2021/2022,5.061093247588424
Syddjurs,Udskoling,2022/2023,5.212788259958072
Syddjurs,Udskoling,2023/2024,5.170172084130019
Syddjurs,Udskoling,2024/2025,5.157684630738523
Syddjurs,Udskoling,2025/2026,5.155440414507772
Sønderborg,Indskoling,2014/2015,5.113039967702866
Sønderborg,Indskoling,2015/2016,5.071020408163266
Sønderborg,Indskoling,2016/2017,5.096258932324506
Sønderborg,Indskoling,2017/2018,5.11474609375
Sønderborg,Indskoling,2018/2019,5.071704594246458
Sønderborg,Indskoling,2019/2020,5.034258456201214
Sønderborg,Indskoling,2020/2021,5.0613751730503
Sønderborg,Indskoling,2021/2022,5.051309460181721
Sønderborg,Indskoling,2022/2023,5.0695316272332205
Sønderborg,Indskoling,2023/2024,5.062181447502549
Sønderborg,Indskoling,2024/2025,5.050126582278481
Sønderborg,Indskoling,2025/2026,5.088664987405542
Sønderborg,Mellemtrin,2014/2015,5.044489383215369
Sønderborg,Mellemtrin,2015/2016,5.060843964671246
Sønderborg,Mellemtrin,2016/2017,5.061498708010336
Sønderborg,Mellemtrin,2017/2018,5.078869923484403
Sønderborg,Mellemtrin,2018/2019,5.074074074074074
Sønderborg,Mellemtrin,2019/2020,5.033764772087788
Sønderborg,Mellemtrin,2020/2021,5.05277933745087
Sønderborg,Mellemtrin,2021/2022,5.056476365868631
