kommune,klassetrin,skoleår,foraeldre_uddannelsesniveau
Sønderborg,Mellemtrin,2022/2023,5.04979733642154
Sønderborg,Mellemtrin,2023/2024,5.064943253467844
Sønderborg,Mellemtrin,2024/2025,5.036429872495447
Sønderborg,Mellemtrin,2025/2026,5.067294751009421
Sønderborg,Udskoling,2014/2015,4.886351277868407
Sønderborg,Udskoling,2015/2016,4.930831099195711
Sønderborg,Udskoling,2016/2017,4.982738780207135
Sønderborg,Udskoling,2017/2018,5.000748502994012
Sønderborg,Udskoling,2018/2019,5.0667107001321
Sønderborg,Udskoling,2019/2020,5.0028376844494895
Sønderborg,Udskoling,2020/2021,5.017942583732057
Sønderborg,Udskoling,2021/2022,5.030739045127534
Sønderborg,Udskoling,2022/2023,5.046116504854369
Sønderborg,Udskoling,2023/2024,5.061596480201131
Sønderborg,Udskoling,2024/2025,5.061895551257253
Sønderborg,Udskoling,2025/2026,5.0397088021178025
Thisted,Indskoling,2014/2015,4.791641429436705
Thisted,Indskoling,2015/2016,4.7815619495008805
Thisted,Indskoling,2016/2017,4.712295578437311
Thisted,Indskoling,2017/2018,4.773263433813892
Thisted,Indskoling,2018/2019,4.82437275985663
Thisted,Indskoling,2019/2020,4.788433382137628
Thisted,Indskoling,2020/2021,4.822072072072072
Thisted,Indskoling,2021/2022,4.837264150943396
Thisted,Indskoling,2022/2023,4.866512345679013
Thisted,Indskoling,2023/2024,4.976371951219512
Thisted,Indskoling,2024/2025,4.993962264150944
Thisted,Indskoling,2025/2026,5.003773584905661
Thisted,Mellemtrin,2014/2015,4.713703099510604
Thisted,Mellemtrin,2015/2016,4.732415902140673
Thisted,Mellemtrin,2016/2017,4.748854961832061
Thisted,Mellemtrin,2017/2018,4.7507861635220126
Thisted,Mellemtrin,2018/2019,4.739864864864865
Thisted,Mellemtrin,2019/2020,4.761219305673158
Thisted,Mellemtrin,2020/2021,4.766467065868263
Thisted,Mellemtrin,2021/2022,4.781900452488688
Thisted,Mellemtrin,2022/2023,4.8110383536014965
Thisted,Mellemtrin,2023/2024,4.803861788617886
Thisted,Mellemtrin,2024/2025,4.861993428258488
Thisted,Mellemtrin,2025/2026,4.903440621531631
Thisted,Udskoling,2014/2015,4.718625099920064
Thisted,Udskoling,2015/2016,4.715151515151515
Thisted,Udskoling,2016/2017,4.721752498078401
Thisted,Udskoling,2017/2018,4.757472245943638
Thisted,Udskoling,2018/2019,4.776230269266481
Thisted,Udskoling,2019/2020,4.773940345368917
Thisted,Udskoling,2020/2021,4.759197324414716
Thisted,Udskoling,2021/2022,4.778995433789954
Thisted,Udskoling,2022/2023,4.817927170868347
Thisted,Udskoling,2023/2024,4.806010928961749
Thisted,Udskoling,2024/2025,4.825352112676057
Thisted,Udskoling,2025/2026,4.8272921108742
Tårnby,Indskoling,2014/2015,5.119864940911649
Tårnby,Indskoling,2015/2016,5.147119341563786
Tårnby,Indskoling,2016/2017,5.223715794527124
Tårnby,Indskoling,2017/2018,5.296923076923077
Tårnby,Indskoling,2018/2019,5.3422431865828095
Tårnby,Indskoling,2019/2020,5.361399671951887
Tårnby,Indskoling,2020/2021,5.379688401615695
Tårnby,Indskoling,2021/2022,5.401885680612846
Tårnby,Indskoling,2022/2023,5.459623893805309
Tårnby,Indskoling,2023/2024,5.466524973432518
Tårnby,Indskoling,2024/2025,5.472979927946475
Tårnby,Indskoling,2025/2026,5.515995872033024
Tårnby,Mellemtrin,2014/2015,4.876174210076857
Tårnby,Mellemtrin,2015/2016,4.970304975922954
Tårnby,Mellemtrin,2016/2017,5.010167029774873
Tårnby,Mellemtrin,2017/2018,5.0519298245614035
Tårnby,Mellemtrin,2018/2019,5.065529010238908
Tårnby,Mellemtrin,2019/2020,5.116295264623956
Tårnby,Mellemtrin,2020/2021,5.292957746478873
Tårnby,Mellemtrin,2021/2022,5.319371727748691
Tårnby,Mellemtrin,2022/2023,5.350686912509039
Tårnby,Mellemtrin,2023/2024,5.317932654659358
Tårnby,Mellemtrin,2024/2025,5.3384
Tårnby,Mellemtrin,2025/2026,5.409199048374306
Tårnby,Udskoling,2014/2015,4.610271903323262
Tårnby,Udskoling,2015/2016,4.706261510128914
Tårnby,Udskoling,2016/2017,4.777495769881557
Tårnby,Udskoling,2017/2018,4.860714285714286
Tårnby,Udskoling,2018/2019,4.979512195121951
Tårnby,Udskoling,2019/2020,5.012126111560226
Tårnby,Udskoling,2020/2021,5.062643239113827
Tårnby,Udskoling,2021/2022,5.060921248142645
Tårnby,Udskoling,2022/2023,5.114155251141552
Tårnby,Udskoling,2023/2024,5.273764258555133
Tårnby,Udskoling,2024/2025,5.325526932084309
Tårnby,Udskoling,2025/2026,5.323965651834504
Tønder,Indskoling,2014/2015,4.73568281938326
Tønder,Indskoling,2015/2016,4.7285223367697595
Tønder,Indskoling,2016/2017,4.710049423393739
Tønder,Indskoling,2017/2018,4.730769230769231
Tønder,Indskoling,2018/2019,4.799074074074074
Tønder,Indskoling,2019/2020,4.776525821596244
Tønder,Indskoling,2020/2021,4.782782782782783
Tønder,Indskoling,2021/2022,4.812680115273775
Tønder,Indskoling,2022/2023,4.8011695906432745
Tønder,Indskoling,2023/2024,4.753183153770813
Tønder,Indskoling,2024/2025,4.757281553398058
Tønder,Indskoling,2025/2026,4.7656731757451185
Tønder,Mellemtrin,2014/2015,4.629436325678497
Tønder,Mellemtrin,2015/2016,4.62882096069869
Tønder,Mellemtrin,2016/2017,4.648148148148148
Tønder,Mellemtrin,2017/2018,4.641625615763547
Tønder,Mellemtrin,2018/2019,4.6457286432160805
Tønder,Mellemtrin,2019/2020,4.651724137931034
Tønder,Mellemtrin,2020/2021,4.710900473933649
Tønder,Mellemtrin,2021/2022,4.729624838292367
Tønder,Mellemtrin,2022/2023,4.74331550802139
Tønder,Mellemtrin,2023/2024,4.734072022160665
Tønder,Mellemtrin,2024/2025,4.776371308016878
Tønder,Mellemtrin,2025/2026,4.722617354196301
Tønder,Udskoling,2014/2015,4.549411764705883
Tønder,Udskoling,2015/2016,4.5777777777777775
Tønder,Udskoling,2016/2017,4.584883720930232
Tønder,Udskoling,2017/2018,4.571428571428571
Tønder,Udskoling,2018/2019,4.5932721712538225
Tønder,Udskoling,2019/2020,4.576419213973799
Tønder,Udskoling,2020/2021,4.641456582633054
Tønder,Udskoling,2021/2022,4.6893939393939394
Tønder,Udskoling,2022/2023,4.681318681318682
Tønder,Udskoling,2023/2024,4.741071428571429
Tønder,Udskoling,2024/2025,4.691910499139415
Tønder,Udskoling,2025/2026,4.7560975609756095
Vallensbæk,Indskoling,2014/2015,5.291553133514986
Vallensbæk,Indskoling,2015/2016,5.280285035629453
Vallensbæk,Indskoling,2016/2017,5.327080890973036
Vallensbæk,Indskoling,2017/2018,5.33570581257414
Vallensbæk,Indskoling,2018/2019,5.407317073170732
Vallensbæk,Indskoling,2019/2020,5.428066037735849
Vallensbæk,Indskoling,2020/2021,5.49334945586457
Vallensbæk,Indskoling,2021/2022,5.51660026560425
Vallensbæk,Indskoling,2022/2023,5.54
Vallensbæk,Indskoling,2023/2024,5.5660818713450295
Vallensbæk,Indskoling,2024/2025,5.536945812807882
Vallensbæk,Indskoling,2025/2026,5.602409638554217
Vallensbæk,Mellemtrin,2014/2015,5.065217391304348
Vallensbæk,Mellemtrin,2015/2016,5.133587786259542
Vallensbæk,Mellemtrin,2016/2017,5.193162393162393
Vallensbæk,Mellemtrin,2017/2018,5.2571912013536375
Vallensbæk,Mellemtrin,2018/2019,5.352159468438538
Vallensbæk,Mellemtrin,2019/2020,5.269349845201238
Vallensbæk,Mellemtrin,2020/2021,5.28130081300813
Vallensbæk,Mellemtrin,2021/2022,5.269961977186312
Vallensbæk,Mellemtrin,2022/2023,5.337370242214533
Vallensbæk,Mellemtrin,2023/2024,5.3946037099494095
Vallensbæk,Mellemtrin,2024/2025,5.469522240527183
Vallensbæk,Mellemtrin,2025/2026,5.558974358974359
Vallensbæk,Udskoling,2014/2015,4.987623762376238
Vallensbæk,Udskoling,2015/2016,4.848543689320389
Vallensbæk,Udskoling,2016/2017,4.95679012345679
Vallensbæk,Udskoling,2017/2018,5.0019762845849804
Vallensbæk,Udskoling,2018/2019,5.110032362459547
Vallensbæk,Udskoling,2019/2020,5.157258064516129
Vallensbæk,Udskoling,2020/2021,5.23731884057971
Vallensbæk,Udskoling,2021/2022,5.226012793176972
Vallensbæk,Udskoling,2022/2023,5.1825242718446605
Vallensbæk,Udskoling,2023/2024,5.181818181818182
Vallensbæk,Udskoling,2024/2025,5.231203007518797
Vallensbæk,Udskoling,2025/2026,5.269372693726937
Varde,Indskoling,2014/2015,4.909045971329708
Varde,Indskoling,2015/2016,4.905651777575205
Varde,Indskoling,2016/2017,4.934579439252336
Varde,Indskoling,2017/2018,4.918448533068125
Varde,Indskoling,2018/2019,4.925795053003534
Varde,Indskoling,2019/2020,4.913301023155627
Varde,Indskoling,2020/2021,4.914868105515588
Varde,Indskoling,2021/2022,4.946185688941455
Varde,Indskoling,2022/2023,4.954622802041974
Varde,Indskoling,2023/2024,5.0190735694822886
Varde,Indskoling,2024/2025,5.028882833787466
Varde,Indskoling,2025/2026,5.038340336134453
Varde,Mellemtrin,2014/2015,4.777998674618953
Varde,Mellemtrin,2015/2016,4.783333333333333
Varde,Mellemtrin,2016/2017,4.85137732222934
Varde,Mellemtrin,2017/2018,4.863905325443787
Varde,Mellemtrin,2018/2019,4.906269791006967
Varde,Mellemtrin,2019/2020,4.925497752087347
Varde,Mellemtrin,2020/2021,4.951724137931034
Varde,Mellemtrin,2021/2022,4.938439513242663
Varde,Mellemtrin,2022/2023,4.95014450867052
Varde,Mellemtrin,2023/2024,4.942700156985871
Varde,Mellemtrin,2024/2025,4.929223744292237
Varde,Mellemtrin,2025/2026,4.9976869699306095
Varde,Udskoling,2014/2015,4.67110125646711
Varde,Udskoling,2015/2016,4.717622080679406
Varde,Udskoling,2016/2017,4.72830494728305
Varde,Udskoling,2017/2018,4.772397094430993
Varde,Udskoling,2018/2019,4.835684647302904
Varde,Udskoling,2019/2020,4.852320675105485
Varde,Udskoling,2020/2021,4.88298755186722
Varde,Udskoling,2021/2022,4.950779327317473
Varde,Udskoling,2022/2023,4.946577629382304
Varde,Udskoling,2023/2024,4.9393939393939394
Varde,Udskoling,2024/2025,4.981132075471698
Varde,Udskoling,2025/2026,4.976582827406765
Vejen,Indskoling,2014/2015,4.873130193905817
Vejen,Indskoling,2015/2016,4.895656779661017
Vejen,Indskoling,2016/2017,4.929362150764365
Vejen,Indskoling,2017/2018,4.932326621923937
Vejen,Indskoling,2018/2019,4.9350117096018735
Vejen,Indskoling,2019/2020,4.951781970649895
Vejen,Indskoling,2020/2021,4.941692789968652
Vejen,Indskoling,2021/2022,4.950567802271209
Vejen,Indskoling,2022/2023,4.969855832241153
Vejen,Indskoling,2023/2024,4.9874765184721355
Vejen,Indskoling,2024/2025,5.009956440572496
Vejen,Indskoling,2025/2026,5.026058631921824
Vejen,Mellemtrin,2014/2015,4.7296733842946495
Vejen,Mellemtrin,2015/2016,4.757915567282322
Vejen,Mellemtrin,2016/2017,4.7741717376605814
Vejen,Mellemtrin,2017/2018,4.828928046989721
Vejen,Mellemtrin,2018/2019,4.87600291757841
Vejen,Mellemtrin,2019/2020,4.941373534338358
Vejen,Mellemtrin,2020/2021,4.9360764144011755
Vejen,Mellemtrin,2021/2022,4.909780775716695
Vejen,Mellemtrin,2022/2023,4.9352517985611515
Vejen,Mellemtrin,2023/2024,4.963090128755365
Vejen,Mellemtrin,2024/2025,4.9529512403763905
Vejen,Mellemtrin,2025/2026,5.00180342651037
Vejen,Udskoling,2014/2015,4.667481662591687
Vejen,Udskoling,2015/2016,4.685669041963579
Vejen,Udskoling,2016/2017,4.703149606299212
Vejen,Udskoling,2017/2018,4.740872662511131
Vejen,Udskoling,2018/2019,4.760473588342441
Vejen,Udskoling,2019/2020,4.818264840182648
Vejen,Udskoling,2020/2021,4.884745762711864
Vejen,Udskoling,2021/2022,4.852054794520548
Vejen,Udskoling,2022/2023,4.921121822962314
Vejen,Udskoling,2023/2024,4.9189419795221845
Vejen,Udskoling,2024/2025,4.922580645161291
Vejen,Udskoling,2025/2026,4.925
Vejle,Indskoling,2014/2015,5.221384325343388
Vejle,Indskoling,2015/2016,5.205929304446978
Vejle,Indskoling,2016/2017,5.212719298245614
Vejle,Indskoling,2017/2018,5.235398623140129
Vejle,Indskoling,2018/2019,5.2407964806668215
Vejle,Indskoling,2019/2020,5.272081218274112
Vejle,Indskoling,2020/2021,5.242234403549987
Vejle,Indskoling,2021/2022,5.2863862032923965
Vejle,Indskoling,2022/2023,5.348503897410108
Vejle,Indskoling,2023/2024,5.355375949057066
Vejle,Indskoling,2024/2025,5.396680691912109
Vejle,Indskoling,2025/2026,5.4103456274646256
Vejle,Mellemtrin,2014/2015,5.13530585106383
Vejle,Mellemtrin,2015/2016,5.144842495367511
Vejle,Mellemtrin,2016/2017,5.104614300810145
Vejle,Mellemtrin,2017/2018,5.126142595978062
Vejle,Mellemtrin,2018/2019,5.20244849208719
Vejle,Mellemtrin,2019/2020,5.222669557138433
Vejle,Mellemtrin,2020/2021,5.246065375302663
Vejle,Mellemtrin,2021/2022,5.236643620364551
Vejle,Mellemtrin,2022/2023,5.242060920285159
Vejle,Mellemtrin,2023/2024,5.26945293917771
Vejle,Mellemtrin,2024/2025,5.26286701208981
Vejle,Mellemtrin,2025/2026,5.316333563059959
Vejle,Udskoling,2014/2015,4.991239597021463
Vejle,Udskoling,2015/2016,5.051398337112623
Vejle,Udskoling,2016/2017,5.02023381294964
Vejle,Udskoling,2017/2018,5.104195804195804
Vejle,Udskoling,2018/2019,5.067520372526193
Vejle,Udskoling,2019/2020,5.077516531961793
Vejle,Udskoling,2020/2021,5.121298608633607
Vejle,Udskoling,2021/2022,5.161213360599864
Vejle,Udskoling,2022/2023,5.177381353079771
Vejle,Udskoling,2023/2024,5.191832532601236
Vejle,Udskoling,2024/2025,5.205551651440619
Vejle,Udskoling,2025/2026,5.221891288160834
Vesthimmerlands,Indskoling,2014/2015,4.803436426116838
Vesthimmerlands,Indskoling,2015/2016,4.814305364511692
Vesthimmerlands,Indskoling,2016/2017,4.858757062146893
Vesthimmerlands,Indskoling,2017/2018,4.88303640588691
Vesthimmerlands,Indskoling,2018/2019,4.902532617037606
Vesthimmerlands,Indskoling,2019/2020,4.889419252187748
Vesthimmerlands,Indskoling,2020/2021,4.8106463878326995
Vesthimmerlands,Indskoling,2021/2022,4.84967845659164
Vesthimmerlands,Indskoling,2022/2023,4.866771159874608
Vesthimmerlands,Indskoling,2023/2024,4.887924230465667
Vesthimmerlands,Indskoling,2024/2025,4.9447368421052635
Vesthimmerlands,Indskoling,2025/2026,4.908208296557811
Vesthimmerlands,Mellemtrin,2014/2015,4.741154562383612
Vesthimmerlands,Mellemtrin,2015/2016,4.73469387755102
Vesthimmerlands,Mellemtrin,2016/2017,4.700554528650647
Vesthimmerlands,Mellemtrin,2017/2018,4.747148288973384
Vesthimmerlands,Mellemtrin,2018/2019,4.808943089430894
Vesthimmerlands,Mellemtrin,2019/2020,4.87090367428004
Vesthimmerlands,Mellemtrin,2020/2021,4.8870333988212185
Vesthimmerlands,Mellemtrin,2021/2022,4.937106918238993
Vesthimmerlands,Mellemtrin,2022/2023,4.920297555791711
Vesthimmerlands,Mellemtrin,2023/2024,4.945744680851064
Vesthimmerlands,Mellemtrin,2024/2025,4.861821903787104
Vesthimmerlands,Mellemtrin,2025/2026,4.891864057672502
Vesthimmerlands,Udskoling,2014/2015,4.643715846994535
Vesthimmerlands,Udskoling,2015/2016,4.648185483870968
Vesthimmerlands,Udskoling,2016/2017,4.649305555555555
Vesthimmerlands,Udskoling,2017/2018,4.718997361477572
Vesthimmerlands,Udskoling,2018/2019,4.76536312849162
Vesthimmerlands,Udskoling,2019/2020,4.751740139211137
Vesthimmerlands,Udskoling,2020/2021,4.835253456221198
Vesthimmerlands,Udskoling,2021/2022,4.871088861076346
Vesthimmerlands,Udskoling,2022/2023,4.893229166666667
Vesthimmerlands,Udskoling,2023/2024,4.92
Vesthimmerlands,Udskoling,2024/2025,4.962041884816754
Vesthimmerlands,Udskoling,2025/2026,4.955678670360111
Viborg,Indskoling,2014/2015,5.151227236737926
Viborg,Indskoling,2015/2016,5.161799340555818
Viborg,Indskoling,2016/2017,5.165651358950328
Viborg,Indskoling,2017/2018,5.158033573141487
Viborg,Indskoling,2018/2019,5.166026133743275
Viborg,Indskoling,2019/2020,5.180537091199149
Viborg,Indskoling,2020/2021,5.2107610816838585
Viborg,Indskoling,2021/2022,5.2455226310648
Viborg,Indskoling,2022/2023,5.243411311815221
Viborg,Indskoling,2023/2024,5.288790560471976
Viborg,Indskoling,2024/2025,5.272754580955242
Viborg,Indskoling,2025/2026,5.290121533187909
Viborg,Mellemtrin,2014/2015,5.113425925925926
Viborg,Mellemtrin,2015/2016,5.107827216628776
Viborg,Mellemtrin,2016/2017,5.099376947040499
Viborg,Mellemtrin,2017/2018,5.083226221079691
Viborg,Mellemtrin,2018/2019,5.1086887835703
Viborg,Mellemtrin,2019/2020,5.149019607843138
Viborg,Mellemtrin,2020/2021,5.142904073587385
Viborg,Mellemtrin,2021/2022,5.17425431711146
Viborg,Mellemtrin,2022/2023,5.167435260730755
Viborg,Mellemtrin,2023/2024,5.181783390738615
Viborg,Mellemtrin,2024/2025,5.209386281588448
Viborg,Mellemtrin,2025/2026,5.229535864978903
Viborg,Udskoling,2014/2015,4.964440172993753
Viborg,Udskoling,2015/2016,4.99179366940211
Viborg,Udskoling,2016/2017,5.05326391670004
Viborg,Udskoling,2017/2018,5.090702947845805
Viborg,Udskoling,2018/2019,5.078594544613962
Viborg,Udskoling,2019/2020,5.049962990377498
Viborg,Udskoling,2020/2021,5.066742944317315
Viborg,Udskoling,2021/2022,5.1002331002331
Viborg,Udskoling,2022/2023,5.139437689969605
Viborg,Udskoling,2023/2024,5.14741641337386
Viborg,Udskoling,2024/2025,5.153027823240589
Viborg,Udskoling,2025/2026,5.170140365801786
Vordingborg,Indskoling,2014/2015,4.757689422355589
Vordingborg,Indskoling,2015/2016,4.768428890543559
Vordingborg,Indskoling,2016/2017,4.765469824293354
Vordingborg,Indskoling,2017/2018,4.759244689221085
Vordingborg,Indskoling,2018/2019,4.757885763000853
Vordingborg,Indskoling,2019/2020,4.793273986152324
Vordingborg,Indskoling,2020/2021,4.78414517669532
Vordingborg,Indskoling,2021/2022,4.77069457659372
Vordingborg,Indskoling,2022/2023,4.862367661212705
Vordingborg,Indskoling,2023/2024,4.9008579599618685
Vordingborg,Indskoling,2024/2025,4.871892925430211
Vordingborg,Indskoling,2025/2026,4.903748733535967
Vordingborg,Mellemtrin,2014/2015,4.743866535819431
Vordingborg,Mellemtrin,2015/2016,4.739750445632799
Vordingborg,Mellemtrin,2016/2017,4.700354609929078
Vordingborg,Mellemtrin,2017/2018,4.689655172413793
Vordingborg,Mellemtrin,2018/2019,4.681818181818182
Vordingborg,Mellemtrin,2019/2020,4.721913236929922
Vordingborg,Mellemtrin,2020/2021,4.81236442516269
Vordingborg,Mellemtrin,2021/2022,4.806228373702422
Vordingborg,Mellemtrin,2022/2023,4.869352869352869
Vordingborg,Mellemtrin,2023/2024,4.806818181818182
Vordingborg,Mellemtrin,2024/2025,4.891820580474934
Vordingborg,Mellemtrin,2025/2026,4.881578947368421
Vordingborg,Udskoling,2014/2015,4.807741935483871
Vordingborg,Udskoling,2015/2016,4.789260385005066
Vordingborg,Udskoling,2016/2017,4.7764471057884235
Vordingborg,Udskoling,2017/2018,4.697906281156531
Vordingborg,Udskoling,2018/2019,4.771122994652407
Vordingborg,Udskoling,2019/2020,4.732334047109208
Vordingborg,Udskoling,2020/2021,4.691011235955056
Vordingborg,Udskoling,2021/2022,4.697881828316611
Vordingborg,Udskoling,2022/2023,4.786206896551724
Vordingborg,Udskoling,2023/2024,4.810909090909091
Vordingborg,Udskoling,2024/2025,4.859926918392205
Vordingborg,Udskoling,2025/2026,4.865464632454923
Ærø,Indskoling,2014/2015,4.924812030075188
Ærø,Indskoling,2015/2016,4.979310344827586
Ærø,Indskoling,2016/2017,4.981012658227848
Ærø,Indskoling,2017/2018,4.924137931034482
Ærø,Indskoling,2018/2019,4.974025974025974
Ærø,Indskoling,2019/2020,5.036231884057971
Ærø,Indskoling,2020/2021,5.201923076923077
Ærø,Indskoling,2021/2022,5.015748031496063
Ærø,Indskoling,2022/2023,5.203703703703703
Ærø,Indskoling,2023/2024,5.297297297297297
Ærø,Indskoling,2024/2025,5.394230769230769
Ærø,Indskoling,2025/2026,5.367816091954023
Ærø,Mellemtrin,2014/2015,4.991150442477876
Ærø,Mellemtrin,2015/2016,4.972972972972973
Ærø,Mellemtrin,2016/2017,5.092783505154639
Ærø,Mellemtrin,2017/2018,4.973684210526316
Ærø,Mellemtrin,2018/2019,5.154639175257732
Ærø,Mellemtrin,2019/2020,4.889908256880734
Ærø,Mellemtrin,2020/2021,4.966101694915254
Ærø,Mellemtrin,2021/2022,4.967032967032967
Ærø,Mellemtrin,2022/2023,5.123893805309734
Ærø,Mellemtrin,2023/2024,5.032258064516129
Ærø,Mellemtrin,2024/2025,5.237113402061856
Ærø,Mellemtrin,2025/2026,5.344444444444444
Ærø,Udskoling,2014/2015,4.931034482758621
Ærø,Udskoling,2015/2016,5.007299270072993
Ærø,Udskoling,2016/2017,5.013888888888889
Ærø,Udskoling,2017/2018,5.040816326530612
Ærø,Udskoling,2018/2019,4.968421052631579
Ærø,Udskoling,2019/2020,5.017241379310345
Ærø,Udskoling,2020/2021,5.016528925619835
Ærø,Udskoling,2021/2022,5.05607476635514
Ærø,Udskoling,2022/2023,4.776785714285714
Ærø,Udskoling,2023/2024,5.048543689320389
Ærø,Udskoling,2024/2025,5.164383561643835
Ærø,Udskoling,2025/2026,5.2272727272727275
