kommune,klassetrin,skoleår,fravaer_pct,trivsel_score
Rødovre,Udskoling,2024/2025,8.1,3.472272272272272
Samsø,Mellemtrin,2019/2020,7.6,3.6752247752247746
Samsø,Mellemtrin,2020/2021,7.2,3.7072
Samsø,Mellemtrin,2021/2022,9.1,3.6399600399600396
Samsø,Mellemtrin,2022/2023,9.4,3.534
Samsø,Mellemtrin,2023/2024,9.2,3.3039499999999995
Samsø,Mellemtrin,2024/2025,9.3,3.741191191191191
Samsø,Udskoling,2019/2020,6.7,3.53005
Samsø,Udskoling,2020/2021,5.0,3.6582
Samsø,Udskoling,2021/2022,8.4,3.515265265265265
Samsø,Udskoling,2022/2023,11.9,3.398848848848848
Samsø,Udskoling,2023/2024,12.5,3.3522499999999997
Samsø,Udskoling,2024/2025,14.3,3.2882499999999997
Silkeborg,Mellemtrin,2019/2020,4.0,3.8099000000000003
Silkeborg,Mellemtrin,2020/2021,4.2,3.775624375624375
Silkeborg,Mellemtrin,2021/2022,6.6,3.77185
Silkeborg,Mellemtrin,2022/2023,6.3,3.6836499999999996
Silkeborg,Mellemtrin,2023/2024,6.7,3.66965
Silkeborg,Mellemtrin,2024/2025,6.4,3.6986013986013986
Silkeborg,Udskoling,2019/2020,4.8,3.7396603396603396
Silkeborg,Udskoling,2020/2021,4.7,3.72685
Silkeborg,Udskoling,2021/2022,7.5,3.6688
Silkeborg,Udskoling,2022/2023,6.7,3.609590409590409
Silkeborg,Udskoling,2023/2024,7.2,3.541658341658341
Silkeborg,Udskoling,2024/2025,7.5,3.551701701701702
Skanderborg,Mellemtrin,2019/2020,4.3,3.8168
Skanderborg,Mellemtrin,2020/2021,3.8,3.7708000000000004
Skanderborg,Mellemtrin,2021/2022,8.0,3.7647999999999997
Skanderborg,Mellemtrin,2022/2023,7.2,3.7177
Skanderborg,Mellemtrin,2023/2024,8.3,3.714814814814815
Skanderborg,Mellemtrin,2024/2025,7.8,3.724625374625374
Skanderborg,Udskoling,2019/2020,4.9,3.73685
Skanderborg,Udskoling,2020/2021,4.4,3.7366999999999995
Skanderborg,Udskoling,2021/2022,9.0,3.6707499999999995
Skanderborg,Udskoling,2022/2023,8.6,3.618731268731268
Skanderborg,Udskoling,2023/2024,9.8,3.5708499999999996
Skanderborg,Udskoling,2024/2025,9.8,3.63075
Skive,Mellemtrin,2019/2020,3.8,3.800599400599401
Skive,Mellemtrin,2020/2021,4.1,3.777799999999999
Skive,Mellemtrin,2021/2022,6.9,3.8059059059059064
Skive,Mellemtrin,2022/2023,6.7,3.6986999999999997
Skive,Mellemtrin,2023/2024,6.3,3.7176000000000005
Skive,Mellemtrin,2024/2025,6.6,3.6927499999999998
Skive,Udskoling,2019/2020,4.5,3.730619380619381
Skive,Udskoling,2020/2021,4.4,3.6756499999999996
Skive,Udskoling,2021/2022,7.4,3.6408500000000004
Skive,Udskoling,2022/2023,6.7,3.63255
Skive,Udskoling,2023/2024,7.4,3.5846
Skive,Udskoling,2024/2025,7.8,3.5546999999999995
Slagelse,Mellemtrin,2019/2020,6.7,3.7687999999999993
Slagelse,Mellemtrin,2020/2021,6.9,3.754799999999999
Slagelse,Mellemtrin,2021/2022,9.9,3.75275
Slagelse,Mellemtrin,2022/2023,8.7,3.6918
Slagelse,Mellemtrin,2023/2024,9.5,3.6149649649649644
Slagelse,Mellemtrin,2024/2025,10.5,3.6535964035964033
Slagelse,Udskoling,2019/2020,7.7,3.71075
Slagelse,Udskoling,2020/2021,7.6,3.68675
Slagelse,Udskoling,2021/2022,10.5,3.7018999999999993
Slagelse,Udskoling,2022/2023,10.2,3.6106893106893105
Slagelse,Udskoling,2023/2024,11.8,3.5225725725725727
Slagelse,Udskoling,2024/2025,11.5,3.556599999999999
Solrød,Mellemtrin,2019/2020,5.9,3.842
Solrød,Mellemtrin,2020/2021,5.1,3.7669499999999996
Solrød,Mellemtrin,2021/2022,6.7,3.6264
Solrød,Mellemtrin,2022/2023,5.8,3.67785
Solrød,Mellemtrin,2023/2024,7.6,3.6567932067932065
Solrød,Mellemtrin,2024/2025,8.1,3.73375
Solrød,Udskoling,2019/2020,6.0,3.6966
Solrød,Udskoling,2020/2021,5.8,3.74085
Solrød,Udskoling,2021/2022,7.2,3.6939000000000006
Solrød,Udskoling,2022/2023,6.1,3.6415084915084917
Solrød,Udskoling,2023/2024,9.0,3.5928500000000003
Solrød,Udskoling,2024/2025,9.3,3.5637499999999993
Sorø,Mellemtrin,2019/2020,7.1,3.6795500000000003
Sorø,Mellemtrin,2020/2021,6.7,3.6597999999999997
Sorø,Mellemtrin,2021/2022,10.1,3.5902999999999996
Sorø,Mellemtrin,2022/2023,9.8,3.5846999999999993
Sorø,Mellemtrin,2023/2024,10.1,3.5175
Sorø,Mellemtrin,2024/2025,7.1,3.5342499999999997
Sorø,Udskoling,2019/2020,6.6,3.6277
Sorø,Udskoling,2020/2021,7.0,3.6205499999999997
Sorø,Udskoling,2021/2022,12.0,3.5540999999999996
Sorø,Udskoling,2022/2023,10.7,3.46105
Sorø,Udskoling,2023/2024,11.1,3.5502499999999997
Sorø,Udskoling,2024/2025,8.3,3.5595999999999997
Stevns,Mellemtrin,2019/2020,5.8,3.7958
Stevns,Mellemtrin,2020/2021,4.8,3.7674825174825175
Stevns,Mellemtrin,2021/2022,8.5,3.69675
Stevns,Mellemtrin,2022/2023,7.4,3.59425
Stevns,Mellemtrin,2023/2024,8.2,3.50655
Stevns,Mellemtrin,2024/2025,9.5,3.5645645645645643
Stevns,Udskoling,2019/2020,4.0,3.6167
Stevns,Udskoling,2020/2021,4.9,3.5985999999999994
Stevns,Udskoling,2021/2022,9.2,3.56945
Stevns,Udskoling,2022/2023,8.0,3.584484484484484
Stevns,Udskoling,2023/2024,9.6,3.55325
Stevns,Udskoling,2024/2025,10.6,3.460749999999999
Struer,Mellemtrin,2019/2020,4.5,3.86038961038961
Struer,Mellemtrin,2020/2021,5.1,3.8015999999999996
Struer,Mellemtrin,2021/2022,7.8,3.8571571571571566
Struer,Mellemtrin,2022/2023,6.3,3.6808999999999994
Struer,Mellemtrin,2023/2024,7.6,3.7470000000000003
Struer,Mellemtrin,2024/2025,5.1,3.7661161161161156
Struer,Udskoling,2019/2020,4.6,3.7058441558441557
Struer,Udskoling,2020/2021,4.9,3.7294205794205784
Struer,Udskoling,2021/2022,8.9,3.64255
Struer,Udskoling,2022/2023,8.2,3.6379999999999995
Struer,Udskoling,2023/2024,9.8,3.53755
Struer,Udskoling,2024/2025,5.0,3.5899999999999994
Svendborg,Mellemtrin,2019/2020,4.7,3.7736
Svendborg,Mellemtrin,2020/2021,5.2,3.7198499999999997
Svendborg,Mellemtrin,2021/2022,8.0,3.7294705294705293
Svendborg,Mellemtrin,2022/2023,8.9,3.6905594405594404
Svendborg,Mellemtrin,2023/2024,7.6,3.6906499999999998
Svendborg,Mellemtrin,2024/2025,9.2,3.68275
Svendborg,Udskoling,2019/2020,5.6,3.795604395604396
Svendborg,Udskoling,2020/2021,5.6,3.7527
Svendborg,Udskoling,2021/2022,9.2,3.6266499999999997
Svendborg,Udskoling,2022/2023,10.6,3.52055
Svendborg,Udskoling,2023/2024,7.3,3.488388388388388
Svendborg,Udskoling,2024/2025,7.6,3.5085999999999995
Syddjurs,Mellemtrin,2019/2020,4.8,3.8377999999999997
Syddjurs,Mellemtrin,2020/2021,5.2,3.7255244755244754
Syddjurs,Mellemtrin,2021/2022,8.6,3.6807
Syddjurs,Mellemtrin,2022/2023,7.3,3.6446000000000005
Syddjurs,Mellemtrin,2023/2024,7.9,3.5776
Syddjurs,Mellemtrin,2024/2025,7.5,3.6657500000000005
Syddjurs,Udskoling,2019/2020,6.0,3.7468999999999992
Syddjurs,Udskoling,2020/2021,5.2,3.696896896896897
Syddjurs,Udskoling,2021/2022,7.9,3.660960960960961
Syddjurs,Udskoling,2022/2023,7.9,3.6168
Syddjurs,Udskoling,2023/2024,8.9,3.463486513486514
Syddjurs,Udskoling,2024/2025,9.2,3.5027527527527527
Sønderborg,Mellemtrin,2019/2020,4.7,3.8539000000000003
Sønderborg,Mellemtrin,2020/2021,5.0,3.7796703296703296
Sønderborg,Mellemtrin,2021/2022,7.2,3.7648999999999995
Sønderborg,Mellemtrin,2022/2023,6.1,3.7430430430430435
Sønderborg,Mellemtrin,2023/2024,6.7,3.7198698698698696
Sønderborg,Mellemtrin,2024/2025,6.7,3.7497499999999997
Sønderborg,Udskoling,2019/2020,4.8,3.7547999999999995
Sønderborg,Udskoling,2020/2021,5.7,3.7474525474525477
Sønderborg,Udskoling,2021/2022,8.0,3.6675
Sønderborg,Udskoling,2022/2023,6.7,3.58875
Sønderborg,Udskoling,2023/2024,7.2,3.5456499999999993
Sønderborg,Udskoling,2024/2025,7.8,3.5305805805805806
Thisted,Mellemtrin,2019/2020,5.2,3.87285
Thisted,Mellemtrin,2020/2021,5.0,3.8058
Thisted,Mellemtrin,2021/2022,8.9,3.8066500000000003
Thisted,Mellemtrin,2022/2023,7.8,3.7865634365634357
Thisted,Mellemtrin,2023/2024,8.2,3.6914499999999997
Thisted,Mellemtrin,2024/2025,7.8,3.6637499999999994
Thisted,Udskoling,2019/2020,5.6,3.8165834165834163
Thisted,Udskoling,2020/2021,5.3,3.7628
Thisted,Udskoling,2021/2022,9.6,3.7347999999999995
Thisted,Udskoling,2022/2023,8.9,3.6496500000000003
Thisted,Udskoling,2023/2024,9.8,3.55875
Thisted,Udskoling,2024/2025,10.2,3.5806306306306306
Tårnby,Mellemtrin,2019/2020,6.1,3.7048499999999995
Tårnby,Mellemtrin,2020/2021,5.1,3.6728000000000005
Tårnby,Mellemtrin,2021/2022,9.4,3.6505999999999994
Tårnby,Mellemtrin,2022/2023,8.5,3.5905499999999995
Tårnby,Mellemtrin,2023/2024,9.0,3.5867132867132865
Tårnby,Mellemtrin,2024/2025,10.1,3.6147147147147147
Tårnby,Udskoling,2019/2020,6.1,3.6365499999999997
Tårnby,Udskoling,2020/2021,4.9,3.5992507492507486
Tårnby,Udskoling,2021/2022,9.7,3.5936500000000002
Tårnby,Udskoling,2022/2023,8.9,3.5125
Tårnby,Udskoling,2023/2024,8.9,3.501551551551552
Tårnby,Udskoling,2024/2025,11.3,3.4613999999999994
Tønder,Mellemtrin,2019/2020,4.7,3.83885
Tønder,Mellemtrin,2020/2021,4.4,3.847297297297297
Tønder,Mellemtrin,2021/2022,7.6,3.7948500000000003
Tønder,Mellemtrin,2022/2023,6.4,3.6686499999999995
Tønder,Mellemtrin,2023/2024,6.6,3.7088
Tønder,Mellemtrin,2024/2025,7.1,3.7117999999999993
Tønder,Udskoling,2019/2020,5.9,3.6909500000000004
Tønder,Udskoling,2020/2021,6.3,3.6268000000000002
Tønder,Udskoling,2021/2022,9.3,3.6355500000000003
Tønder,Udskoling,2022/2023,8.7,3.5576
Tønder,Udskoling,2023/2024,8.1,3.483433433433434
Tønder,Udskoling,2024/2025,8.2,3.5008999999999992
Vallensbæk,Mellemtrin,2019/2020,5.8,3.777899999999999
Vallensbæk,Mellemtrin,2020/2021,5.5,3.711861861861861
Vallensbæk,Mellemtrin,2021/2022,8.7,3.7255244755244754
Vallensbæk,Mellemtrin,2022/2023,8.1,3.6808999999999994
Vallensbæk,Mellemtrin,2023/2024,8.1,3.6978999999999997
Vallensbæk,Mellemtrin,2024/2025,7.8,3.7018499999999994
Vallensbæk,Udskoling,2019/2020,6.7,3.7349
Vallensbæk,Udskoling,2020/2021,5.2,3.6987499999999995
Vallensbæk,Udskoling,2021/2022,9.0,3.6214785214785215
Vallensbæk,Udskoling,2022/2023,8.6,3.5847999999999995
Vallensbæk,Udskoling,2023/2024,9.5,3.54165
Vallensbæk,Udskoling,2024/2025,9.4,3.6549
Varde,Mellemtrin,2019/2020,4.3,3.8287999999999993
Varde,Mellemtrin,2020/2021,4.6,3.8148500000000007
Varde,Mellemtrin,2021/2022,7.5,3.761749999999999
Varde,Mellemtrin,2022/2023,6.5,3.69975
Varde,Mellemtrin,2023/2024,6.9,3.66485
Varde,Mellemtrin,2024/2025,6.4,3.6817499999999996
Varde,Udskoling,2019/2020,4.8,3.7157999999999993
Varde,Udskoling,2020/2021,4.9,3.7290790790790793
Varde,Udskoling,2021/2022,8.8,3.652952952952953
Varde,Udskoling,2022/2023,7.4,3.5547999999999997
Varde,Udskoling,2023/2024,8.0,3.52275
Varde,Udskoling,2024/2025,8.5,3.5274
Vejen,Mellemtrin,2019/2020,4.9,3.8769500000000003
Vejen,Mellemtrin,2020/2021,4.5,3.8069999999999995
Vejen,Mellemtrin,2021/2022,7.8,3.820849999999999
Vejen,Mellemtrin,2022/2023,7.0,3.6968499999999995
Vejen,Mellemtrin,2023/2024,8.0,3.6449500000000006
Vejen,Mellemtrin,2024/2025,8.4,3.6437
Vejen,Udskoling,2019/2020,5.1,3.760849999999999
Vejen,Udskoling,2020/2021,5.0,3.6954000000000002
Vejen,Udskoling,2021/2022,6.7,3.605005005005005
Vejen,Udskoling,2022/2023,8.6,3.53875
Vejen,Udskoling,2023/2024,9.7,3.5525474525474525
Vejen,Udskoling,2024/2025,10.1,3.534665334665335
Vejle,Mellemtrin,2019/2020,4.6,3.7770770770770765
Vejle,Mellemtrin,2020/2021,4.3,3.7808499999999996
Vejle,Mellemtrin,2021/2022,7.6,3.7298500000000003
Vejle,Mellemtrin,2022/2023,6.3,3.6697499999999996
Vejle,Mellemtrin,2023/2024,6.8,3.627727727727727
Vejle,Mellemtrin,2024/2025,7.0,3.667817817817818
Vejle,Udskoling,2019/2020,5.2,3.768631368631368
Vejle,Udskoling,2020/2021,5.2,3.6839839839839836
Vejle,Udskoling,2021/2022,8.3,3.6438000000000006
Vejle,Udskoling,2022/2023,6.9,3.5677177177177173
Vejle,Udskoling,2023/2024,7.4,3.5456499999999993
Vejle,Udskoling,2024/2025,8.3,3.5346499999999996
Vesthimmerlands,Mellemtrin,2019/2020,4.5,3.962337662337662
Vesthimmerlands,Mellemtrin,2020/2021,4.6,3.8286999999999995
Vesthimmerlands,Mellemtrin,2021/2022,8.1,3.8039
Vesthimmerlands,Mellemtrin,2022/2023,7.0,3.7086499999999996
Vesthimmerlands,Mellemtrin,2023/2024,6.9,3.6398898898898895
Vesthimmerlands,Mellemtrin,2024/2025,6.7,3.6748499999999997
Vesthimmerlands,Udskoling,2019/2020,4.9,3.7655000000000003
Vesthimmerlands,Udskoling,2020/2021,4.2,3.8327
Vesthimmerlands,Udskoling,2021/2022,7.8,3.7184999999999997
Vesthimmerlands,Udskoling,2022/2023,7.5,3.67775
Vesthimmerlands,Udskoling,2023/2024,8.0,3.6256743256743253
Vesthimmerlands,Udskoling,2024/2025,8.9,3.60955
Viborg,Mellemtrin,2019/2020,4.4,3.8119499999999995
Viborg,Mellemtrin,2020/2021,4.5,3.7709
Viborg,Mellemtrin,2021/2022,8.0,3.7468
Viborg,Mellemtrin,2022/2023,6.6,3.6936999999999993
Viborg,Mellemtrin,2023/2024,7.0,3.6537037037037035
Viborg,Mellemtrin,2024/2025,6.7,3.6866633366633366
Viborg,Udskoling,2019/2020,5.2,3.7077999999999998
Viborg,Udskoling,2020/2021,5.3,3.6837662337662334
Viborg,Udskoling,2021/2022,8.5,3.647947947947948
Viborg,Udskoling,2022/2023,7.5,3.5675499999999998
Viborg,Udskoling,2023/2024,8.2,3.5225774225774225
Viborg,Udskoling,2024/2025,8.3,3.5175824175824175
Vordingborg,Mellemtrin,2019/2020,6.4,3.772849999999999
Vordingborg,Mellemtrin,2020/2021,6.4,3.669330669330669
Vordingborg,Mellemtrin,2021/2022,10.3,3.66185
Vordingborg,Mellemtrin,2022/2023,7.0,3.5896000000000003
Vordingborg,Mellemtrin,2023/2024,8.4,3.6143
Vordingborg,Mellemtrin,2024/2025,9.1,3.67072927072927
Vordingborg,Udskoling,2019/2020,6.8,3.6055444555444556
Vordingborg,Udskoling,2020/2021,7.5,3.6257
Vordingborg,Udskoling,2021/2022,11.8,3.600850850850851
Vordingborg,Udskoling,2022/2023,8.2,3.5666499999999997
Vordingborg,Udskoling,2023/2024,12.1,3.5246500000000003
Vordingborg,Udskoling,2024/2025,12.4,3.5266999999999995
Ærø,Mellemtrin,2019/2020,4.7,3.636913086913087
Ærø,Mellemtrin,2020/2021,4.0,3.76
Ærø,Mellemtrin,2021/2022,9.2,3.773999999999999
Ærø,Mellemtrin,2022/2023,8.2,3.6679999999999997
Ærø,Mellemtrin,2023/2024,9.0,3.7418081918081922
Ærø,Mellemtrin,2024/2025,9.2,3.6799999999999993
Ærø,Udskoling,2019/2020,3.6,3.8369999999999993
Ærø,Udskoling,2020/2021,3.6,3.6439999999999997
Ærø,Udskoling,2021/2022,9.4,3.6579999999999995
Ærø,Udskoling,2022/2023,7.9,3.5395499999999998
Ærø,Udskoling,2023/2024,9.4,3.6260000000000003
Ærø,Udskoling,2024/2025,10.2,3.6240000000000006
